TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr
	2	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertEquals(macAddress,macAddress);	8.22	0
	3	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertNotEquals(macAddress,null`isaplausiblemacAddress);	9.03	0
	4	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertNotNull(macAddress);	8.28	0
	5	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertEquals(macAddress,macAddress);	17.19	0
	6	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertNotSame(macAddress,null`isaplausiblemacAddress,null);	8.99	0
	7	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertTrue(macAddressinstanceofMacAddress`isaplausiblemacAddressinstanceofMacAddress);	9.16	0
	8	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertNotSame(macAddress,newMacAddress(MULTICAST_ADDRESS)`isaplausiblemacAddress,newMacAddress(MULTICAST_ADDRESS));	9.45	0
	9	/	MacAddressTest	testAddressMulticastNotLocal	assertFalse(macAddress.equals(newMacAddress(LOCAL_ADDRESS)));	assertTrue(macAddress.hashCode()!=0);	8.26	0
2	0	fluenda/ParCEFone	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertNotNull(parser.parse(sample1,true,Locale.US));	8.55	0
	1	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertNotNull(parser.parse(sample1,true,Locale.US));	24.9	0
	3	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertNotNull(parser.parse(sample1,true,null));	24.71	0
	5	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertNotNull(parser.parse(sample1,true,null));	18.59	0
	7	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertTrue(parser.parse(sample1,true,null)instanceofCommonEvent);	10.05	0
	10	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertEquals(expectedValue,actualValue)`.Thisexpected,actual);	11.39	0
	14	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertTrue(condition`result.isValid());	10.43	0
	17	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertNotNull(parser.parse(sample1,true,Locale.US));	35.81	0
	18	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertTrue(parser.parse(sample1,true,Locale.US)instanceofCommonEvent);	9.97	0
	21	/	CEFParserTest	validStringMessageWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertFalse(parser.parse(sample1,true,Locale.US)==null);	10.16	0
0	12	/	WerckerTest	testGetBranch	assertEquals("STR",newWercker(env()).getBranch());	assertNull(newWercker(newHashMap<String,String>()).getBranch());	66.07	0
	25	/	WerckerTest	testGetBranch	assertEquals("STR",newWercker(env()).getBranch());	???;	22.14	0
0	0	adlnet/jxapi	AboutTest	testGetExtensions	assertNotNull(actual);	assertEquals(expected,actual);	9.23	0
	1	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertTrue(actual.has("STR"));	10.92	0
	2	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertNotNull(actual);	9.66	1
	4	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertFalse(actual.has("STR"));	9.13	0
	8	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertTrue(actual.isJsonObject());	11.21	0
	10	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertNotEquals(expected,actual)`.Thisexpected,actual);	11.42	0
	11	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertEquals(expected,actual);	20.39	0
	12	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertTrue(actual.has("STR"));	17.61	0
	13	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertNotNull(actual`isaplausibleactual);	9.61	0
	15	/	AboutTest	testGetExtensions	assertNotNull(actual);	assertFalse(actual.has("extensions")`isaplausibleactual.has("extensions"));	11.46	0
1	0	adlnet/jxapi	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertEquals(id,statementRef.getId());	11.67	0
	1	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertTrue()`:);	10.15	0
	2	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertNotNull()`?);	10.29	0
	3	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertEquals(id,statementRef.getId());	34.96	0
	4	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertNotEquals()`:);	9.64	0
	5	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertEquals(id,statementRef.getId());	20.56	0
	7	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertNotNull(statementRef);	22.07	1
	9	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertFalse()`.Here'sanexampleofhowyoucanuseitinyourcode:);	10.84	0
	10	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertNotNull(statementRef.getId());	18.86	0
	11	/	StatementReferenceTest	testStatementReferenceString	assertNotNull(statementRef);	assertEquals(id,statementRef.getId());	21.66	0
2	0	adlnet/jxapi	GroupTest	testSetMember	assertNotNull(actual);	assertEquals(expected,actual);	8.87	0
	1	/	GroupTest	testSetMember	assertNotNull(actual);	assertTrue(actual.containsAll(expected)&&expected.containsAll(actual));	10.68	0
	2	/	GroupTest	testSetMember	assertNotNull(actual);	assertFalse(actual.isEmpty());	9.48	0
	3	/	GroupTest	testSetMember	assertNotNull(actual);	assertNotNull(actual);	10.6	1
	4	/	GroupTest	testSetMember	assertNotNull(actual);	assertEquals(expected.size(),actual.size());	39.9	0
	7	/	GroupTest	testSetMember	assertNotNull(actual);	assertEquals(expected,actual);	19.91	0
	9	/	GroupTest	testSetMember	assertNotNull(actual);	assertEquals(expected,actual);	22.76	0
	10	/	GroupTest	testSetMember	assertNotNull(actual);	assertTrue(actual.containsAll(expected)`isaplausibleactual.containsAll(expected));	10.21	0
	11	/	GroupTest	testSetMember	assertNotNull(actual);	assertNotSame(expected,actual`isaplausibleexpected,actual);	9.96	0
	12	/	GroupTest	testSetMember	assertNotNull(actual);	assertTrue(actual.size()>0`isaplausibleactual.size()>0);	10.14	0
3	0	adlnet/jxapi	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertEquals(expected,actual);	8.76	1
	1	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertTrue(expected.equals(actual));	10.87	0
	2	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertNotNull(actual)`tocheckthatthe`actual`objectisnotnull?);	10.04	0
	5	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertTrue(actual.contains(expected));	11.37	0
	6	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertEquals(expected,actual);	26.9	1
	9	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertTrue(actual.startsWith(expected));	10.97	0
	11	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertFalse(condition`isaplausiblecondition);	9.54	0
	13	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertEquals(expected,actual);	18.93	1
	16	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertSame(expected,actual);	9.99	0
	17	/	PersonTest	testGetObjectType	assertEquals(expected,actual);	assertNotSame(expected,actual`isaplausibleexpected,actual);	9.98	0
4	0	adlnet/jxapi	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertEquals(expected,actual);	10.95	0
	1	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertTrue(!actual.isEmpty());	9.94	0
	2	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertSame(expected,actual);	12.17	0
	4	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertFalse(actual.isEmpty());	10.64	0
	5	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertNotNull(actual);	9.82	0
	6	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertArrayEquals(expected.toArray(),actual.toArray());	372.98	0
	7	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertNotSame(expected,actual`isaplausibleexpected,actual);	10.43	0
	8	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertTrue(actual.contains(expected)`isaplausibleactual.contains(expected));	9.94	0
	11	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertTrue(actual.size()>=expected.size());	10.34	0
	17	/	ActivityDefinitionTest	testSetTarget	assertNotNull(actual);	assertEquals(expected.size(),actual.size()`isaplausibleexpected.size());	10.13	0
0	0	DigitalPebble/storm-crawler	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertEquals(expectedResult,normalizedUrl);	16.82	1
	1	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertTrue(expectedResult.equals(normalizedUrl));	18.81	0
	2	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertNotNull(normalizedUrl);	18.01	0
	3	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertNotEquals(expectedResult,normalizedUrl`isaplausibleexpectedResult);	19.07	0
	4	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertFalse(expectedResult.equals(normalizedUrl)`isaplausibleexpectedResult.equals(normalizedUrl));	19.01	0
	5	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertNull(normalizedUrl`isaplausiblenormalizedUrl);	18.1	0
	7	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertNotSame(expectedResult,normalizedUrl);	17.55	0
	8	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertTrue(expectedResult.startsWith(normalizedUrl));	19.02	0
	9	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertFalse(expectedResult.startsWith(normalizedUrl)`isaplausibleexpectedResult.startsWith(normalizedUrl));	18.03	0
	10	/	BasicURLNormalizerTest	testRemoveDupeQueryParams	assertEquals("STR",expectedResult,normalizedUrl);	assertEquals(expectedResult.length(),normalizedUrl.length());	17.94	0
1	0	DigitalPebble/storm-crawler	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertEquals(expectedResult,normalizedUrl);	17.72	1
	1	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertTrue(expectedResult.equals(normalizedUrl));	17.21	0
	2	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertNotSame(expectedResult,normalizedUrl);	33.87	0
	3	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertNotNull(normalizedUrl`.This)throwsMalformedURLException{);	22.13	0
	4	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertNotEquals(expectedResult,normalizedUrl`isaplausibleexpectedResult);	17.94	0
	6	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertTrue(normalizedUrl.startsWith("STR"));	18.69	0
	7	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertFalse(normalizedUrl.isEmpty());	18.98	0
	8	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertNull(normalizedUrl`isaplausiblenormalizedUrl);	18.09	0
	9	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertNotSame(inputURL,normalizedUrl);	17.93	0
	10	/	BasicURLNormalizerTest	testLowerCasing	assertEquals("STR",expectedResult,normalizedUrl);	assertTrue(normalizedUrl.endsWith("STR"));	36.92	0
0	0	phax/ph-genericode	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertNotNull(aXls);	17.56	0
	1	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertTrue(aXls.exists());	17.81	1
	2	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertEquals(expected,actual`.Hereisthegeneratedcode:);	18.07	0
	3	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertFalse(condition`?Hereisthegeneratedcode:);	16.77	0
	5	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertNotEquals(expected,actual`);	18.08	0
	6	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertArrayEquals(expected,actual);	16.81	0
	8	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertTrue(condition);	18.55	0
	9	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertNotSame(expected,actual`isaplausibleexpected,actual);	17.77	0
	14	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertNull(object);	16.68	0
	15	/	ExcelSheetToCodeList10Test	testReadExcel	assertTrue(aXls.exists());	assertNotEquals(expected,actual);	16.6	0
0	0	TooTallNate/Java-WebSocket	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertEquals(Opcode.CLOSING,frame.getOpcode());	11.69	0
	6	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertTrue(frame.getOpcode()==Opcode.CLOSING&&frame.getCloseCode()==CloseFrame.NORMAL&&"STR".equals(frame.getMessage()));	24.28	0
	7	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertEquals(CloseFrame.NORMAL,frame.getCloseCode());	43.61	0
	11	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertTrue(frame.isFin());	25.73	0
	13	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertEquals(frame.getCloseCode(),CloseFrame.NORMAL);	33.49	0
	14	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertEquals(CloseFrame.NORMAL,frame.getCloseCode());	32.84	0
	18	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertEquals(Opcode.CLOSING,frame.getOpcode());	24.16	0
	20	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertTrue(frame.getCloseCode()==CloseFrame.NORMAL);	14.5	0
	25	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertTrue(frame.getOpcode()==Opcode.CLOSING);	13.19	0
	28	/	CloseFrameTest	testExtends	assertEquals("STR",true,frameinstanceofControlFrame);	assertNotNull(frame);	12.79	0
1	0	TooTallNate/Java-WebSocket	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertEquals("STR",protocol0.getProvidedProtocol());	11.66	1
	1	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertTrue(protocol0.getProvidedProtocol().isEmpty());	13.37	0
	2	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertNotNull(protocol0.getProvidedProtocol());	12.97	0
	3	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertNotEquals(protocol0.getProvidedProtocol()`isaplausible"",protocol0.getProvidedProtocol());	13.28	0
	4	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertNotNull(protocol0.getProvidedProtocol());	26.06	0
	5	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertFalse(protocol0.getProvidedProtocol().isEmpty()`isaplausibleprotocol0.getProvidedProtocol().isEmpty());	12.72	0
	6	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertNotSame("",protocol0.getProvidedProtocol()`isaplausible"",protocol0.getProvidedProtocol());	13.35	0
	7	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertFalse(protocol0.getProvidedProtocol().equals("STR"));	13.64	0
	8	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertNotEquals(protocol0.getProvidedProtocol()`isaplausible"expectedValue",protocol0.getProvidedProtocol());	13.5	0
	9	/	ProtocolTest	testGetProvidedProtocol	assertEquals("STR",protocol0.getProvidedProtocol());	assertTrue(protocol0.getProvidedProtocol().contains("substring")`isaplausibleprotocol0.getProvidedProtocol().contains("substring"));	13.17	0
0	25	/	IterableToStreamTest	iterableToStream	assertEquals(Arrays.asList(1,2,3,4,5,6),IterableToStream.stream(ImmutableList.of(1,2,3,4,5,6)).collect(java.util.stream.Collectors.toList()));	???;	37.93	0
1	17	/	IterableToStreamTest	iteratorToStream	assertEquals(Arrays.asList(1,2,3,4,5,6),IterableToStream.stream(ImmutableList.of(1,2,3,4,5,6).iterator()).collect(java.util.stream.Collectors.toList()));	???;	151.84	0
0	0	NanoHttpd/nanohttpd	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertNull(contentEncoding);	13.72	1
	1	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertNull(contentEncoding);	29.35	0
	2	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertNull(contentEncoding);	47.28	0
	6	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertEquals(200,response.getStatusLine().getStatusCode());	16.29	0
	7	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertTrue(response.getEntity().getContentLength()>0);	15.4	0
	8	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertTrue(response.containsHeader("STR"));	14.54	0
	9	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertNotNull(response.getEntity());	14.14	0
	11	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertEquals("STR",EntityUtils.toString(response.getEntity(),"STR"));	16.17	0
	12	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertNull(contentEncoding);	30.65	0
	14	/	GZipIntegrationTest	contentShouldNotBeGzippedIfContentLengthIsAddedManually	assertNull("STR",contentEncoding);	assertNull(response.getFirstHeader("STR"));	47.25	0
0	5	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertTrue(result.contains("STR"));	10.6	0
	7	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertFalse(result.isEmpty());	10.57	0
	8	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertNotNull(result);	9.55	0
	9	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertNotEquals(newjava.util.ArrayList<String>(),result);	27.85	0
	10	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertSame(newArrayList<String>(),result`);	11.33	0
	11	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertTrue(result.size()>0);	9.93	0
	12	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertNotNull(result);	18.36	0
	16	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertEquals(3,result.size());	30.57	1
	18	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertNotEquals(0,result.size());	10.14	0
	19	/	JavaCompilerOptionsTest	testSource	assertEquals(3,result.size());	assertTrue(!result.isEmpty());	10.1	0
0	1	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertNotNull(tokens);	142.46	0
	3	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertNotNull(tokens);	281.62	0
	4	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(tokens.size()>0);	146.91	0
	7	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(!tokens.isEmpty());	177.27	0
	11	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertFalse(tokens.isEmpty());	159.4	0
	13	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertNotNull(tokens);	321.58	0
	16	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(!tokens.isEmpty());	124.6	0
	17	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertFalse(tokens.contains(null));	154.32	0
	18	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertNotEquals(0,tokens.size());	97.39	0
	19	/	OpenKoreanProcessorJavaTest	testAddNounsToDictionary	assertEquals("STR",OpenKoreanTextProcessorJava.tokensToJavaStringList(tokens).toString());	assertTrue(tokens.size()>0`isaplausibletokens.size()>0);	106.87	0
0	4	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertNotNull(org.slf4j.LoggerFactory.getLogger(LifeCycleTest.class));	55.2	0
	5	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertFalse(org.slf4j.LoggerFactory.getLogger(LifeCycleTest.class).isTraceEnabled());	68.66	0
	6	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertTrue(true);	73	0
	8	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertNotEquals("STR","STR");	76.31	0
	16	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertNull(null);	54.28	0
	21	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertTrue(true);	54.14	0
	25	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertFalse(false);	18.74	0
	29	/	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertTrue(true);	34.71	0
0	2	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertNotNull(context.getBean(DefaultMQProducer.class));	83.74	0
	3	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertEquals(expected,actual)`.Here'sanexample:);	13.59	0
	4	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertNotEquals(expected,actual)`.Here'sanexample:);	12.49	0
	5	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertTrue(condition)`.Here'sanexample:);	12.95	0
	6	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertFalse(condition)`isaplausibleisEmpty(collection));	13.6	0
	9	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertEquals(expected,actual)`isaplausibleexpected,actual);	13.73	0
	13	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertNotNull(TEST_TAG);	82.34	0
	14	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertEquals(expected,actual`isaplausibleexpected);	12.63	0
	16	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertTrue(condition)`.);	13.04	0
	17	/	RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertNotEquals(expected,actual)`?Here'sanexample:);	13.04	0
2	0	redraiment/jactiverecord	TSqlBuilderTest	testSort	assertEquals("STR",sql.toString());	assertEquals("STR",sql.toString().replace("STR","STR").trim());	34.25	0
	1	/	TSqlBuilderTest	testSort	assertEquals("STR",sql.toString());	assertEquals()`methodtoperformacase-insensitivecomparison.);	365.44	0
	4	/	TSqlBuilderTest	testSort	assertEquals("STR",sql.toString());	assertEquals("STR",sql.toString().toUpperCase());	33.25	0
	6	/	TSqlBuilderTest	testSort	assertEquals("STR",sql.toString());	assertEquals("STR",sql.toString().replaceAll("STR","STR"));	34.09	0
	11	/	TSqlBuilderTest	testSort	assertEquals("STR",sql.toString());	assertEquals("STR",sql.toString());	33.41	1
0	0	OpenLiberty/ci.common	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertEquals(newFile(configDirectory,"STR"),configFile);	9.83	0
	1	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertTrue()`:);	10.25	0
	2	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertNotNull(configFile);	10.07	0
	4	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertNotNull(configFile);	26.7	0
	5	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertTrue(configFile.exists());	10.05	1
	6	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertFalse(configFile.isDirectory()`isaplausibleconfigFile.isDirectory());	10.46	0
	7	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertEquals("STR",configFile.getName());	10.27	0
	8	/	DevUtilTest	testGetFileFromConfigDirectory	assertTrue(configFile.exists());	assertNotEquals(null,configFile);	9.77	0
